Method,Path,Class,Package,ReturnType,isFinal,isAbstract,isDefault,isStatic,NumParams,ParamTypes,parNumStandardTypes,parNumCustomTypes,parNumUnresolvedTypes,AccessModifier,Annotations,Javadoc,Expressions,ExpressionTypes,expNumStandardTypes,expNumCustomTypes,expNumUnresolvedTypes,RawLoc,CleanLoc,AllStandard,AllCustomAndUnresolved
setFunction,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionProxy.java,UnivariateRealFunctionProxy,org.apache.commons.math.analysis,void,false,false,false,false,1,ob Unresolved cb,0,0,1,private,,,ob this.function = function  this.function  this  function cb,ob Unresolved  Unresolved  org.apache.commons.math.analysis.UnivariateRealFunctionProxy  Unresolved cb,0,1,3,1,1,1,5
evaluate,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/FunctionOperator.java,FunctionOperator,org.apache.commons.math.analysis,UnivariateRealFunction,false,false,false,false,1,ob Unresolved cb,0,0,1,public,,Evaluate the Function Operator for a given real single variable function.,ob  cb,ob  cb,0,0,0,0,0,0,2
testLocalMaximumCentered,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtilsTest.java,UnivariateRealFunctionUtilsTest,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob UnivariateRealFunction function = new SinFunction op  cp   new SinFunction op  cp   UnivariateRealFunction derivative = UnivariateRealFunctionUtils.centerDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils.centerDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils  function  1.0e-5  testLocalMaximum op derivative cp   derivative cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved cb,0,0,8,3,3,1,8
testLocalMaximumForward,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtilsTest.java,UnivariateRealFunctionUtilsTest,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob UnivariateRealFunction function = new SinFunction op  cp   new SinFunction op  cp   UnivariateRealFunction derivative = UnivariateRealFunctionUtils.forwardDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils.forwardDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils  function  1.0e-5  testLocalMaximum op derivative cp   derivative cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved cb,0,0,8,3,3,1,8
testLocalMaximumBackward,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtilsTest.java,UnivariateRealFunctionUtilsTest,org.apache.commons.math.analysis,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob UnivariateRealFunction function = new SinFunction op  cp   new SinFunction op  cp   UnivariateRealFunction derivative = UnivariateRealFunctionUtils.backwardDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils.backwardDifferenceDerivative op function  1.0e-5 cp   UnivariateRealFunctionUtils  function  1.0e-5  testLocalMaximum op derivative cp   derivative cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved cb,0,0,8,3,3,1,8
testLocalMaximum,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtilsTest.java,UnivariateRealFunctionUtilsTest,org.apache.commons.math.analysis,void,false,false,false,false,1,ob Unresolved cb,0,0,1,private,,Find a local extrema  i.e. f' op x cp  = 0.,ob double maximum = UnivariateRealSolverUtils.solve op derivative  Math.PI / 3.0  Math.PI * 2.0 / 3.0 cp   UnivariateRealSolverUtils.solve op derivative  Math.PI / 3.0  Math.PI * 2.0 / 3.0 cp   UnivariateRealSolverUtils  derivative  Math.PI / 3.0  Math.PI  Math  3.0  Math.PI * 2.0 / 3.0  Math.PI * 2.0  Math.PI  Math  2.0  3.0  assertEquals op maximum  Math.PI / 2.0  1.0e-5 cp   maximum  Math.PI / 2.0  Math.PI  Math  2.0  1.0e-5  fail op ex.getMessage op  cp  cp   ex.getMessage op  cp   ex cb,ob double  Unresolved  Unresolved  Unresolved  double  double  java.lang.Math  double  double  double  java.lang.Math  Error: Method 'assertEquals' cannot be resolved in context assertEquals op maximum  Math.PI / 2.0  1.0e-5 cp   op line: 61 cp  MethodCallExprContext ocb wrapped=assertEquals op maximum  Math.PI / 2.0  1.0e-5 cp  ccb . Parameter types:  ob PrimitiveTypeUsage ocb name='double' ccb   PrimitiveTypeUsage ocb name='double' ccb   PrimitiveTypeUsage ocb name='double' ccb  cb   double  double  double  java.lang.Math  Error: Method 'fail' cannot be resolved in context fail op ex.getMessage op  cp  cp   op line: 63 cp  MethodCallExprContext ocb wrapped=fail op ex.getMessage op  cp  cp  ccb . Parameter types:  ob ReferenceType ocb java.lang.String  typeParametersMap=TypeParametersMap ocb nameToValue= ocb  ccb  ccb  ccb  cb   java.lang.String  java.lang.Exception cb,4,2,3,6,6,5,6
backwardDifferenceDerivative,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtils.java,UnivariateRealFunctionUtils,org.apache.commons.math.analysis,UnivariateRealFunction,false,false,false,true,2,ob Unresolved  double cb,1,0,1,public,,,ob BackwardDifferenceDerivative.decorate op function  delta cp   BackwardDifferenceDerivative  function  delta cb,ob Unresolved  Unresolved  Unresolved  double cb,1,0,3,1,1,1,5
centerDifferenceDerivative,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtils.java,UnivariateRealFunctionUtils,org.apache.commons.math.analysis,UnivariateRealFunction,false,false,false,true,2,ob Unresolved  double cb,1,0,1,public,,,ob CenterDifferenceDerivative.decorate op function  delta cp   CenterDifferenceDerivative  function  delta cb,ob Unresolved  Unresolved  Unresolved  double cb,1,0,3,1,1,1,5
forwardDifferenceDerivative,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtils.java,UnivariateRealFunctionUtils,org.apache.commons.math.analysis,UnivariateRealFunction,false,false,false,true,2,ob Unresolved  double cb,1,0,1,public,,,ob ForwardDifferenceDerivative.decorate op function  delta cp   ForwardDifferenceDerivative  function  delta cb,ob Unresolved  Unresolved  Unresolved  double cb,1,0,3,1,1,1,5
newInstance,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/DerivativeOperatorFactory.java,DerivativeOperatorFactory,org.apache.commons.math.analysis,DerivativeOperatorFactory,false,false,false,true,0,ob  cb,0,0,0,public,,,ob null cb,ob  cb,0,0,0,1,1,0,1
getDefaultDerivativeOperator,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/DerivativeOperatorFactory.java,DerivativeOperatorFactory,org.apache.commons.math.analysis,FunctionOperator,false,false,false,false,0,ob  cb,0,0,0,public,,,ob null cb,ob  cb,0,0,0,1,1,0,1
getCenteredDifferenceDerivativeOperator,repos/Math-106f/src/experimental/org/apache/commons/math/analysis/DerivativeOperatorFactory.java,DerivativeOperatorFactory,org.apache.commons.math.analysis,FunctionOperator,false,false,false,false,0,ob  cb,0,0,0,public,,,ob null cb,ob  cb,0,0,0,1,1,0,1
getPropertyName,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformer.java,BeanTransformer,org.apache.commons.math.util,String,false,false,false,false,0,ob  cb,0,0,0,public,,Get the property String,ob propertyName cb,ob java.lang.String cb,1,0,0,1,1,1,1
setPropertyName,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformer.java,BeanTransformer,org.apache.commons.math.util,void,false,false,false,false,1,ob java.lang.String cb,1,0,0,public,,Set the propertyString,ob this.propertyName = string  this.propertyName  this  string  this.propertyGetter = ""get"" + string.substring op 0  1 cp .toUpperCase op  cp  + string.substring op 1 cp   this.propertyGetter  this  ""get"" + string.substring op 0  1 cp .toUpperCase op  cp  + string.substring op 1 cp   ""get"" + string.substring op 0  1 cp .toUpperCase op  cp   ""get""  string.substring op 0  1 cp .toUpperCase op  cp   string.substring op 0  1 cp   string  0  1  string.substring op 1 cp   string  1 cb,ob java.lang.String  java.lang.String  org.apache.commons.math.util.BeanTransformer  java.lang.String  java.lang.String  java.lang.String  org.apache.commons.math.util.BeanTransformer  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String  java.lang.String cb,1,1,0,2,2,2,1
transform,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformer.java,BeanTransformer,org.apache.commons.math.util,double,false,false,false,false,1,ob java.lang.Object cb,1,0,0,public,,,ob Expression expr = new Expression op o  propertyGetter  new Object ob 0 cb  cp   new Expression op o  propertyGetter  new Object ob 0 cb  cp   o  propertyGetter  new Object ob 0 cb   0  Object result  expr.execute op  cp   expr  result = expr.getValue op  cp   result  expr.getValue op  cp   expr  new MathException op ""IllegalAccessException in Transformation: "" + e.getMessage op  cp   e cp   ""IllegalAccessException in Transformation: "" + e.getMessage op  cp   ""IllegalAccessException in Transformation: ""  e.getMessage op  cp   e  e  new MathException op ""InvocationTargetException in Transformation: "" + e.getMessage op  cp   e cp   ""InvocationTargetException in Transformation: "" + e.getMessage op  cp   ""InvocationTargetException in Transformation: ""  e.getMessage op  cp   e  e  new MathException op ""NoSuchMethodException in Transformation: "" + e.getMessage op  cp   e cp   ""NoSuchMethodException in Transformation: "" + e.getMessage op  cp   ""NoSuchMethodException in Transformation: ""  e.getMessage op  cp   e  e  new MathException op ""ClassCastException in Transformation: "" + e.getMessage op  cp   e cp   ""ClassCastException in Transformation: "" + e.getMessage op  cp   ""ClassCastException in Transformation: ""  e.getMessage op  cp   e  e  new MathException op ""Exception in Transformation: "" + e.getMessage op  cp   e cp   ""Exception in Transformation: "" + e.getMessage op  cp   ""Exception in Transformation: ""  e.getMessage op  cp   e  e   op  op Number cp  result cp .doubleValue op  cp    op  op Number cp  result cp    op Number cp  result  result cb,ob java.beans.Expression  java.beans.Expression  java.lang.Object  java.lang.String  java.lang.Object ob  cb   java.lang.Object  void  java.beans.Expression  java.lang.Object  java.lang.Object  java.lang.Object  java.beans.Expression  Unresolved  java.lang.String  java.lang.String  java.lang.IllegalAccessException  java.lang.IllegalAccessException  Unresolved  java.lang.String  java.lang.String  java.lang.reflect.InvocationTargetException  java.lang.reflect.InvocationTargetException  Unresolved  java.lang.String  java.lang.String  java.lang.NoSuchMethodException  java.lang.NoSuchMethodException  Unresolved  java.lang.String  java.lang.String  java.lang.ClassCastException  java.lang.ClassCastException  Unresolved  java.lang.String  java.lang.String  java.lang.Exception  java.lang.Exception  double  java.lang.Number  java.lang.Number  java.lang.Object cb,12,0,5,17,17,12,5
testConstructor,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob BeanTransformer b = new BeanTransformer op  cp   new BeanTransformer op  cp   assertNull op b.getPropertyName op  cp  cp   b.getPropertyName op  cp   b cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved cb,0,0,5,2,2,1,5
testConstructorString,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob String name = ""property""  ""property""  BeanTransformer b = new BeanTransformer op name cp   new BeanTransformer op name cp   name  assertEquals op name  b.getPropertyName op  cp  cp   name  b.getPropertyName op  cp   b cb,ob java.lang.String  Unresolved  Unresolved  java.lang.String  Unresolved  java.lang.String  Unresolved  Unresolved cb,1,0,5,3,3,2,5
testSetPropertyName,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob String name = ""property""  ""property""  BeanTransformer b = new BeanTransformer op  cp   new BeanTransformer op  cp   b.setPropertyName op name cp   b  name  assertEquals op name  b.getPropertyName op  cp  cp   name  b.getPropertyName op  cp   b cb,ob java.lang.String  Unresolved  Unresolved  Unresolved  Unresolved  java.lang.String  Unresolved  java.lang.String  Unresolved  Unresolved cb,1,0,7,4,4,2,7
testTransformNoSuchMethod,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob BeanTransformer b = new BeanTransformer op ""z"" cp   new BeanTransformer op ""z"" cp   ""z""  TestBean target = new TestBean op  cp   new TestBean op  cp   b.transform op target cp   b  target  fail op ""Expecting MathException"" cp   ""Expecting MathException"" cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Error: Method 'fail' cannot be resolved in context fail op ""Expecting MathException"" cp   op line: 64 cp  MethodCallExprContext ocb wrapped=fail op ""Expecting MathException"" cp  ccb . Parameter types:  ob com.github.javaparser.resolution.model.typesystem.LazyType@39923d06 cb  cb,0,1,7,8,7,1,8
testTransform,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob BeanTransformer b = new BeanTransformer op ""x"" cp   new BeanTransformer op ""x"" cp   ""x""  TestBean target = new TestBean op  cp   new TestBean op  cp   double value = Double.NaN  Double.NaN  Double  value = b.transform op target cp   value  b.transform op target cp   b  target  TestUtils.assertEquals op 1.0  value  1.0e-2 cp   TestUtils  1.0  value  1.0e-2 cb,ob Unresolved  Unresolved  Unresolved  Unresolved  double  double  java.lang.Double  double  double  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  double cb,2,0,9,5,5,3,9
testTransformInvalidType,repos/Math-106f/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,BeanTransformerTest,org.apache.commons.math.util,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob BeanTransformer b = new BeanTransformer op ""y"" cp   new BeanTransformer op ""y"" cp   ""y""  TestBean target = new TestBean op  cp   new TestBean op  cp   b.transform op target cp   b  target  fail op ""Expecting ClassCastException"" cp   ""Expecting ClassCastException"" cb,ob Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  Error: Method 'fail' cannot be resolved in context fail op ""Expecting ClassCastException"" cp   op line: 88 cp  MethodCallExprContext ocb wrapped=fail op ""Expecting ClassCastException"" cp  ccb . Parameter types:  ob com.github.javaparser.resolution.model.typesystem.LazyType@39923d06 cb  cb,0,1,7,8,7,1,8
setUp,repos/Math-106f/src/experimental/org/apache/commons/math/linear/CholeskySolverTest.java,CholeskySolverTest,org.apache.commons.math.linear,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob super.setUp op  cp   super cb,ob Unresolved  Unresolved cb,0,0,2,1,1,1,2
tearDown,repos/Math-106f/src/experimental/org/apache/commons/math/linear/CholeskySolverTest.java,CholeskySolverTest,org.apache.commons.math.linear,void,false,false,false,false,0,ob  cb,0,0,0,public,,,ob super.tearDown op  cp   super cb,ob Unresolved  Unresolved cb,0,0,2,1,1,1,2
suite,repos/Math-106f/src/experimental/org/apache/commons/math/linear/CholeskySolverTest.java,CholeskySolverTest,org.apache.commons.math.linear,Test,false,false,false,true,0,ob  cb,0,0,0,public,,,ob TestSuite suite = new TestSuite op CholeskySolverTest.class cp   new TestSuite op CholeskySolverTest.class cp   CholeskySolverTest.class  suite.setName op ""CholeskySolver Tests"" cp   suite  ""CholeskySolver Tests""  suite cb,ob Unresolved  Unresolved  java.lang.Class  Unresolved  Unresolved  Unresolved cb,1,0,5,3,3,1,6
testNumericalZero,repos/Math-106f/src/experimental/org/apache/commons/math/linear/CholeskySolverTest.java,CholeskySolverTest,org.apache.commons.math.linear,void,false,false,false,false,0,ob  cb,0,0,0,public,,tests CholeskySolver.setNumericalZero op  cp,ob CholeskySolver solver = new CholeskySolver op  cp   new CholeskySolver op  cp   double numericalZero = 77.77d  77.77d  solver.setNumericalZero op numericalZero cp   solver  numericalZero  assertEquals op solver.getNumericalZero op  cp   numericalZero  0.0d cp   solver.getNumericalZero op  cp   solver  numericalZero  0.0d  solver.decompose op new RealMatrixImpl op new double ob  cb  ob  cb   ocb   ocb  numericalZero / 2  0  ccb    ocb  0  numericalZero / 2  ccb   ccb  cp  cp   solver  new RealMatrixImpl op new double ob  cb  ob  cb   ocb   ocb  numericalZero / 2  0  ccb    ocb  0  numericalZero / 2  ccb   ccb  cp   new double ob  cb  ob  cb   ocb   ocb  numericalZero / 2  0  ccb    ocb  0  numericalZero / 2  ccb   ccb    ocb   ocb  numericalZero / 2  0  ccb    ocb  0  numericalZero / 2  ccb   ccb    ocb  numericalZero / 2  0  ccb   numericalZero / 2  numericalZero  2  0   ocb  0  numericalZero / 2  ccb   0  numericalZero / 2  numericalZero  2  fail op ""testing numericalZero"" cp   ""testing numericalZero"" cb,ob Unresolved  Unresolved  double  Unresolved  Unresolved  double  Unresolved  Unresolved  Unresolved  double  Unresolved  Unresolved  Unresolved  double ob  cb  ob  cb   Unsupported Type  Unsupported Type  double  double  Unsupported Type  double  double  Error: Method 'fail' cannot be resolved in context fail op ""testing numericalZero"" cp   op line: 104 cp  MethodCallExprContext ocb wrapped=fail op ""testing numericalZero"" cp  ccb . Parameter types:  ob com.github.javaparser.resolution.model.typesystem.LazyType@7cae2ed2 cb  cb,1,2,13,9,9,2,15
testDecompose,repos/Math-106f/src/experimental/org/apache/commons/math/linear/CholeskySolverTest.java,CholeskySolverTest,org.apache.commons.math.linear,void,false,false,false,false,0,ob  cb,0,0,0,public,,tests CholeskySolver.decompose op ... cp,ob testDecompose op m1  ""Decomposing matrix m1"" cp   m1  ""Decomposing matrix m1""  testDecompose op m2  ""Decomposing matrix m2"" cp   m2  ""Decomposing matrix m2""  testDecompose op m3  ""Decomposing matrix m3"" cp   m3  ""Decomposing matrix m3""  testDecompose op m4  ""Decomposing matrix m4"" cp   m4  ""Decomposing matrix m4""  testDecompose op m5  ""Decomposing matrix m5"" cp   m5  ""Decomposing matrix m5""  testDecompose op m6  ""Decomposing matrix m6"" cp   m6  ""Decomposing matrix m6""  fail op ""Decomposing matrix m6"" cp   ""Decomposing matrix m6""  CholeskySolver solver = new CholeskySolver op  cp   new CholeskySolver op  cp   solver.decompose op new RealMatrixImpl op m7 cp  cp   solver  new RealMatrixImpl op m7 cp   m7  fail op ""Decomposing matrix m7"" cp   ""Decomposing matrix m7"" cb,ob void  double ob  cb  ob  cb   void  double ob  cb  ob  cb   void  double ob  cb  ob  cb   void  double ob  cb  ob  cb   void  double ob  cb  ob  cb   void  double ob  cb  ob  cb   Error: Method 'fail' cannot be resolved in context fail op ""Decomposing matrix m6"" cp   op line: 126 cp  MethodCallExprContext ocb wrapped=fail op ""Decomposing matrix m6"" cp  ccb . Parameter types:  ob com.github.javaparser.resolution.model.typesystem.LazyType@7cae2ed2 cb   Unresolved  Unresolved  Unresolved  Unresolved  Unresolved  double ob  cb  ob  cb   Error: Method 'fail' cannot be resolved in context fail op ""Decomposing matrix m7"" cp   op line: 132 cp  MethodCallExprContext ocb wrapped=fail op ""Decomposing matrix m7"" cp  ccb . Parameter types:  ob com.github.javaparser.resolution.model.typesystem.LazyType@7cae2ed2 cb  cb,1,3,5,19,16,1,8
