Method,Path,Class,Package,ReturnType,isFinal,isAbstract,isDefault,isStatic,NumParams,ParamTypes,parNumStandardTypes,parNumCustomTypes,parNumUnresolvedTypes,AccessModifier,Annotations,Javadoc,Expressions,ExpressionTypes,expNumStandardTypes,expNumCustomTypes,expNumUnresolvedTypes,RawLoc,CleanLoc,AllStandard,AllCustomAndUnresolved
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CommonAnniversaries.java,CommonAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new DateMidnight op iYear  DateTimeConstants.NOVEMBER  11 cp .toDateTime op  cp   new DateMidnight op iYear  DateTimeConstants.NOVEMBER  11 cp   iYear  DateTimeConstants.NOVEMBER  DateTimeConstants  11 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CommonAnniversaries.java,CommonAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new DateMidnight op iYear  DateTimeConstants.DECEMBER  25 cp .toDateTime op  cp   new DateMidnight op iYear  DateTimeConstants.DECEMBER  25 cp   iYear  DateTimeConstants.DECEMBER  DateTimeConstants  25 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CommonAnniversaries.java,CommonAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new DateMidnight op iYear  DateTimeConstants.DECEMBER  26 cp .toDateTime op  cp   new DateMidnight op iYear  DateTimeConstants.DECEMBER  26 cp   iYear  DateTimeConstants.DECEMBER  DateTimeConstants  26 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CommonAnniversaries.java,CommonAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.SEPTEMBER cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.SEPTEMBER  DateTimeConstants cb,ob  cb,0,0,0,-1,-1,1,1
getName,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversaryFactory,org.joda.time.contrib.holiday.anniversary,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob fAnniversaryName cb,ob  cb,0,0,0,-1,-1,0,1
getDate,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversaryFactory,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,0,ob  cb,0,0,0,public,,,ob fAnniversary cb,ob  cb,0,0,0,-1,-1,0,1
compareTo,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversaryFactory,org.joda.time.contrib.holiday.anniversary,int,false,false,false,false,1,ob Object cb,0,1,0,public,,,ob o instanceof NamedAnniversary  o  fAnniversary.compareTo op  op  op NamedAnniversary cp  o cp .fAnniversary cp   fAnniversary   op  op NamedAnniversary cp  o cp .fAnniversary   op  op NamedAnniversary cp  o cp    op NamedAnniversary cp  o  o  false  0 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversaryFactory,org.joda.time.contrib.holiday.anniversary,NamedAnniversary,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new NamedAnniversary op fFactory.create op iYear cp  cp   fFactory.create op iYear cp   fFactory  iYear cb,ob  cb,0,0,0,-1,-1,1,1
getName,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversary,org.joda.time.contrib.holiday.anniversary,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob fAnniversaryName cb,ob  cb,0,0,0,-1,-1,0,1
getDate,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversary,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,0,ob  cb,0,0,0,public,,,ob fAnniversary cb,ob  cb,0,0,0,-1,-1,0,1
compareTo,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/NamedAnniversaryFactory.java,NamedAnniversary,org.joda.time.contrib.holiday.anniversary,int,false,false,false,false,1,ob Object cb,0,1,0,public,,,ob o instanceof NamedAnniversary  o  fAnniversary.compareTo op  op  op NamedAnniversary cp  o cp .fAnniversary cp   fAnniversary   op  op NamedAnniversary cp  o cp .fAnniversary   op  op NamedAnniversary cp  o cp    op NamedAnniversary cp  o  o  false  0 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustCanadianHolidayForWeekend op CanadaAnniversaries.CANADA_DAY.create op iYear cp  cp   TimeUtility  CanadaAnniversaries.CANADA_DAY.create op iYear cp   CanadaAnniversaries.CANADA_DAY  CanadaAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetLastXWeekdayOfMonthBeforeYMonthday op DateTimeConstants.MONDAY  25  iYear  DateTimeConstants.MAY cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  25  iYear  DateTimeConstants.MAY  DateTimeConstants cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new DateMidnight op iYear  DateTimeConstants.JULY  1 cp .toDateTime op  cp   new DateMidnight op iYear  DateTimeConstants.JULY  1 cp   iYear  DateTimeConstants.JULY  DateTimeConstants  1 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustCanadianHolidayForWeekend op CanadaAnniversaries.CANADA_DAY.create op iYear cp  cp   TimeUtility  CanadaAnniversaries.CANADA_DAY.create op iYear cp   CanadaAnniversaries.CANADA_DAY  CanadaAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.OCTOBER cp .plusWeeks op 1 cp   TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.OCTOBER cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.OCTOBER  DateTimeConstants  1 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustCanadianHolidayForWeekend op CommonAnniversaries.ARMISTICE_DAY.create op iYear cp  cp   TimeUtility  CommonAnniversaries.ARMISTICE_DAY.create op iYear cp   CommonAnniversaries.ARMISTICE_DAY  CommonAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustCanadianHolidayForWeekend op CommonAnniversaries.CHRISTMAS.create op iYear cp  cp   TimeUtility  CommonAnniversaries.CHRISTMAS.create op iYear cp   CommonAnniversaries.CHRISTMAS  CommonAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/CanadaAnniversaries.java,CanadaAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustCanadianHolidayForWeekend op CHRISTMAS_HOLIDAY.create op iYear cp .plusDays op 1 cp  cp   TimeUtility  CHRISTMAS_HOLIDAY.create op iYear cp .plusDays op 1 cp   CHRISTMAS_HOLIDAY.create op iYear cp   CHRISTMAS_HOLIDAY  iYear  1 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustAmericanHolidayForWeekend op CommonAnniversaries.NEW_YEAR.create op iYear cp  cp   TimeUtility  CommonAnniversaries.NEW_YEAR.create op iYear cp   CommonAnniversaries.NEW_YEAR  CommonAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.JANUARY cp .plusWeeks op 2 cp   TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.JANUARY cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.JANUARY  DateTimeConstants  2 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.FEBRUARY cp .plusWeeks op 2 cp   TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.FEBRUARY cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.FEBRUARY  DateTimeConstants  2 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetLastXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.MAY cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.MAY  DateTimeConstants cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob new DateMidnight op iYear  DateTimeConstants.JULY  4 cp .toDateTime op  cp   new DateMidnight op iYear  DateTimeConstants.JULY  4 cp   iYear  DateTimeConstants.JULY  DateTimeConstants  4 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustAmericanHolidayForWeekend op INDEPENDENCE_DAY.create op iYear cp  cp   TimeUtility  INDEPENDENCE_DAY.create op iYear cp   INDEPENDENCE_DAY  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.AdjustAmericanHolidayForWeekend op CommonAnniversaries.ARMISTICE_DAY.create op iYear cp  cp   TimeUtility  CommonAnniversaries.ARMISTICE_DAY.create op iYear cp   CommonAnniversaries.ARMISTICE_DAY  CommonAnniversaries  iYear cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.OCTOBER cp .plusWeeks op 1 cp   TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.MONDAY  iYear  DateTimeConstants.OCTOBER cp   TimeUtility  DateTimeConstants.MONDAY  DateTimeConstants  iYear  DateTimeConstants.OCTOBER  DateTimeConstants  1 cb,ob  cb,0,0,0,-1,-1,1,1
create,repos/Time-27f/JodaTimeContrib/holiday/src/java/org/joda/time/contrib/holiday/anniversary/USAnniversaries.java,USAnniversaries,org.joda.time.contrib.holiday.anniversary,DateTime,false,false,false,false,1,ob int cb,1,0,0,public,,,ob TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.THURSDAY  iYear  DateTimeConstants.NOVEMBER cp .plusWeeks op 3 cp   TimeUtility.GetFirstXWeekdayOfMonth op DateTimeConstants.THURSDAY  iYear  DateTimeConstants.NOVEMBER cp   TimeUtility  DateTimeConstants.THURSDAY  DateTimeConstants  iYear  DateTimeConstants.NOVEMBER  DateTimeConstants  3 cb,ob  cb,0,0,0,-1,-1,1,1
