Method,Path,Class,Package,ReturnType,isFinal,isAbstract,isDefault,isStatic,NumParams,ParamTypes,parNumStandardTypes,parNumCustomTypes,parNumUnresolvedTypes,AccessModifier,Annotations,Javadoc,Expressions,ExpressionTypes,expNumStandardTypes,expNumCustomTypes,expNumUnresolvedTypes,RawLoc,CleanLoc,AllStandard,AllCustomAndUnresolved
getSize,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,int,false,false,false,false,0,ob  cb,0,0,0,,,,ob  cb,ob  cb,0,0,0,-1,-1,1,0
hasName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,,,,ob  cb,ob  cb,0,0,0,-1,-1,1,0
getName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,,,,ob  cb,ob  cb,0,0,0,-1,-1,0,1
hasCompiledSource,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,,,,ob  cb,ob  cb,0,0,0,-1,-1,1,0
getCompiledSource,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,,,,ob  cb,ob  cb,0,0,0,-1,-1,0,1
getDefaultInstance,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,Entry,false,false,false,true,0,ob  cb,0,0,0,public,,,ob defaultInstance cb,ob  cb,0,0,0,-1,-1,0,1
getDefaultInstanceForType,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,Entry,false,false,false,false,0,ob  cb,0,0,0,public,,,ob defaultInstance cb,ob  cb,0,0,0,-1,-1,0,1
getDescriptor,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.Descriptors.Descriptor,true,false,false,true,0,ob  cb,0,0,0,public,,,ob com.google.javascript.jscomp.FunctionInfo.internal_static_jscomp_FunctionInformationMap_Entry_descriptor  com.google.javascript.jscomp.FunctionInfo  com.google.javascript.jscomp  com.google.javascript  com.google  com cb,ob  cb,0,0,0,-1,-1,0,1
internalGetFieldAccessorTable,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.GeneratedMessage.FieldAccessorTable,false,false,false,false,0,ob  cb,0,0,0,protected,,,ob com.google.javascript.jscomp.FunctionInfo.internal_static_jscomp_FunctionInformationMap_Entry_fieldAccessorTable  com.google.javascript.jscomp.FunctionInfo  com.google.javascript.jscomp  com.google.javascript  com.google  com cb,ob  cb,0,0,0,-1,-1,0,1
hasId,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000001 cp  == 0x00000001 cp    op bitField0_ & 0x00000001 cp  == 0x00000001   op bitField0_ & 0x00000001 cp   bitField0_ & 0x00000001  bitField0_  0x00000001  0x00000001 cb,ob  cb,0,0,0,-1,-1,1,0
getId,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,int,false,false,false,false,0,ob  cb,0,0,0,public,,,ob id_ cb,ob  cb,0,0,0,-1,-1,1,0
hasSourceName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000002 cp  == 0x00000002 cp    op bitField0_ & 0x00000002 cp  == 0x00000002   op bitField0_ & 0x00000002 cp   bitField0_ & 0x00000002  bitField0_  0x00000002  0x00000002 cb,ob  cb,0,0,0,-1,-1,1,0
getSourceName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob java.lang.Object ref = sourceName_  sourceName_  ref instanceof String  ref   op String cp  ref  ref  com.google.protobuf.ByteString bs =  op com.google.protobuf.ByteString cp  ref   op com.google.protobuf.ByteString cp  ref  ref  String s = bs.toStringUtf8 op  cp   bs.toStringUtf8 op  cp   bs  com.google.protobuf.Internal.isValidUtf8 op bs cp   com.google.protobuf.Internal  com.google.protobuf  com.google  com  bs  sourceName_ = s  sourceName_  s  s cb,ob  cb,0,0,0,-1,-1,0,1
getSourceNameBytes,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.ByteString,false,false,false,false,0,ob  cb,0,0,0,private,,,ob java.lang.Object ref = sourceName_  sourceName_  ref instanceof String  ref  com.google.protobuf.ByteString b = com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString  com.google.protobuf  com.google  com   op String cp  ref  ref  sourceName_ = b  sourceName_  b  b   op com.google.protobuf.ByteString cp  ref  ref cb,ob  cb,0,0,0,-1,-1,0,1
hasLineNumber,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000004 cp  == 0x00000004 cp    op bitField0_ & 0x00000004 cp  == 0x00000004   op bitField0_ & 0x00000004 cp   bitField0_ & 0x00000004  bitField0_  0x00000004  0x00000004 cb,ob  cb,0,0,0,-1,-1,1,0
getLineNumber,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,int,false,false,false,false,0,ob  cb,0,0,0,public,,,ob lineNumber_ cb,ob  cb,0,0,0,-1,-1,1,0
hasModuleName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000008 cp  == 0x00000008 cp    op bitField0_ & 0x00000008 cp  == 0x00000008   op bitField0_ & 0x00000008 cp   bitField0_ & 0x00000008  bitField0_  0x00000008  0x00000008 cb,ob  cb,0,0,0,-1,-1,1,0
getModuleName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob java.lang.Object ref = moduleName_  moduleName_  ref instanceof String  ref   op String cp  ref  ref  com.google.protobuf.ByteString bs =  op com.google.protobuf.ByteString cp  ref   op com.google.protobuf.ByteString cp  ref  ref  String s = bs.toStringUtf8 op  cp   bs.toStringUtf8 op  cp   bs  com.google.protobuf.Internal.isValidUtf8 op bs cp   com.google.protobuf.Internal  com.google.protobuf  com.google  com  bs  moduleName_ = s  moduleName_  s  s cb,ob  cb,0,0,0,-1,-1,0,1
getModuleNameBytes,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.ByteString,false,false,false,false,0,ob  cb,0,0,0,private,,,ob java.lang.Object ref = moduleName_  moduleName_  ref instanceof String  ref  com.google.protobuf.ByteString b = com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString  com.google.protobuf  com.google  com   op String cp  ref  ref  moduleName_ = b  moduleName_  b  b   op com.google.protobuf.ByteString cp  ref  ref cb,ob  cb,0,0,0,-1,-1,0,1
hasSize,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000010 cp  == 0x00000010 cp    op bitField0_ & 0x00000010 cp  == 0x00000010   op bitField0_ & 0x00000010 cp   bitField0_ & 0x00000010  bitField0_  0x00000010  0x00000010 cb,ob  cb,0,0,0,-1,-1,1,0
getSize,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,int,false,false,false,false,0,ob  cb,0,0,0,public,,,ob size_ cb,ob  cb,0,0,0,-1,-1,1,0
hasName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000020 cp  == 0x00000020 cp    op bitField0_ & 0x00000020 cp  == 0x00000020   op bitField0_ & 0x00000020 cp   bitField0_ & 0x00000020  bitField0_  0x00000020  0x00000020 cb,ob  cb,0,0,0,-1,-1,1,0
getName,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob java.lang.Object ref = name_  name_  ref instanceof String  ref   op String cp  ref  ref  com.google.protobuf.ByteString bs =  op com.google.protobuf.ByteString cp  ref   op com.google.protobuf.ByteString cp  ref  ref  String s = bs.toStringUtf8 op  cp   bs.toStringUtf8 op  cp   bs  com.google.protobuf.Internal.isValidUtf8 op bs cp   com.google.protobuf.Internal  com.google.protobuf  com.google  com  bs  name_ = s  name_  s  s cb,ob  cb,0,0,0,-1,-1,0,1
getNameBytes,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.ByteString,false,false,false,false,0,ob  cb,0,0,0,private,,,ob java.lang.Object ref = name_  name_  ref instanceof String  ref  com.google.protobuf.ByteString b = com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString  com.google.protobuf  com.google  com   op String cp  ref  ref  name_ = b  name_  b  b   op com.google.protobuf.ByteString cp  ref  ref cb,ob  cb,0,0,0,-1,-1,0,1
hasCompiledSource,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,false,false,false,false,0,ob  cb,0,0,0,public,,,ob  op  op bitField0_ & 0x00000040 cp  == 0x00000040 cp    op bitField0_ & 0x00000040 cp  == 0x00000040   op bitField0_ & 0x00000040 cp   bitField0_ & 0x00000040  bitField0_  0x00000040  0x00000040 cb,ob  cb,0,0,0,-1,-1,1,0
getCompiledSource,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,String,false,false,false,false,0,ob  cb,0,0,0,public,,,ob java.lang.Object ref = compiledSource_  compiledSource_  ref instanceof String  ref   op String cp  ref  ref  com.google.protobuf.ByteString bs =  op com.google.protobuf.ByteString cp  ref   op com.google.protobuf.ByteString cp  ref  ref  String s = bs.toStringUtf8 op  cp   bs.toStringUtf8 op  cp   bs  com.google.protobuf.Internal.isValidUtf8 op bs cp   com.google.protobuf.Internal  com.google.protobuf  com.google  com  bs  compiledSource_ = s  compiledSource_  s  s cb,ob  cb,0,0,0,-1,-1,0,1
getCompiledSourceBytes,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,com.google.protobuf.ByteString,false,false,false,false,0,ob  cb,0,0,0,private,,,ob java.lang.Object ref = compiledSource_  compiledSource_  ref instanceof String  ref  com.google.protobuf.ByteString b = com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString.copyFromUtf8 op  op String cp  ref cp   com.google.protobuf.ByteString  com.google.protobuf  com.google  com   op String cp  ref  ref  compiledSource_ = b  compiledSource_  b  b   op com.google.protobuf.ByteString cp  ref  ref cb,ob  cb,0,0,0,-1,-1,0,1
initFields,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,void,false,false,false,false,0,ob  cb,0,0,0,private,,,ob id_ = 0  id_  0  sourceName_ = """"  sourceName_  """"  lineNumber_ = 0  lineNumber_  0  moduleName_ = """"  moduleName_  """"  size_ = 0  size_  0  name_ = """"  name_  """"  compiledSource_ = """"  compiledSource_  """" cb,ob  cb,0,0,0,-1,-1,1,0
isInitialized,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,boolean,true,false,false,false,0,ob  cb,0,0,0,public,,,ob byte isInitialized = memoizedIsInitialized  memoizedIsInitialized  isInitialized != -1  isInitialized  -1  1  isInitialized == 1  isInitialized  1  !hasId op  cp   hasId op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasSourceName op  cp   hasSourceName op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasLineNumber op  cp   hasLineNumber op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasModuleName op  cp   hasModuleName op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasSize op  cp   hasSize op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasName op  cp   hasName op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  !hasCompiledSource op  cp   hasCompiledSource op  cp   memoizedIsInitialized = 0  memoizedIsInitialized  0  false  memoizedIsInitialized = 1  memoizedIsInitialized  1  true cb,ob  cb,0,0,0,-1,-1,1,0
writeTo,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,void,false,false,false,false,1,ob com.google.protobuf.CodedOutputStream cb,0,1,0,public,,,ob getSerializedSize op  cp    op  op bitField0_ & 0x00000001 cp  == 0x00000001 cp    op bitField0_ & 0x00000001 cp  == 0x00000001   op bitField0_ & 0x00000001 cp   bitField0_ & 0x00000001  bitField0_  0x00000001  0x00000001  output.writeInt32 op 2  id_ cp   output  2  id_   op  op bitField0_ & 0x00000002 cp  == 0x00000002 cp    op bitField0_ & 0x00000002 cp  == 0x00000002   op bitField0_ & 0x00000002 cp   bitField0_ & 0x00000002  bitField0_  0x00000002  0x00000002  output.writeBytes op 3  getSourceNameBytes op  cp  cp   output  3  getSourceNameBytes op  cp    op  op bitField0_ & 0x00000004 cp  == 0x00000004 cp    op bitField0_ & 0x00000004 cp  == 0x00000004   op bitField0_ & 0x00000004 cp   bitField0_ & 0x00000004  bitField0_  0x00000004  0x00000004  output.writeInt32 op 4  lineNumber_ cp   output  4  lineNumber_   op  op bitField0_ & 0x00000008 cp  == 0x00000008 cp    op bitField0_ & 0x00000008 cp  == 0x00000008   op bitField0_ & 0x00000008 cp   bitField0_ & 0x00000008  bitField0_  0x00000008  0x00000008  output.writeBytes op 5  getModuleNameBytes op  cp  cp   output  5  getModuleNameBytes op  cp    op  op bitField0_ & 0x00000010 cp  == 0x00000010 cp    op bitField0_ & 0x00000010 cp  == 0x00000010   op bitField0_ & 0x00000010 cp   bitField0_ & 0x00000010  bitField0_  0x00000010  0x00000010  output.writeInt32 op 6  size_ cp   output  6  size_   op  op bitField0_ & 0x00000020 cp  == 0x00000020 cp    op bitField0_ & 0x00000020 cp  == 0x00000020   op bitField0_ & 0x00000020 cp   bitField0_ & 0x00000020  bitField0_  0x00000020  0x00000020  output.writeBytes op 7  getNameBytes op  cp  cp   output  7  getNameBytes op  cp    op  op bitField0_ & 0x00000040 cp  == 0x00000040 cp    op bitField0_ & 0x00000040 cp  == 0x00000040   op bitField0_ & 0x00000040 cp   bitField0_ & 0x00000040  bitField0_  0x00000040  0x00000040  output.writeBytes op 8  getCompiledSourceBytes op  cp  cp   output  8  getCompiledSourceBytes op  cp   getUnknownFields op  cp .writeTo op output cp   getUnknownFields op  cp   output cb,ob  cb,0,0,0,-1,-1,1,1
getSerializedSize,repos/Closure-176f/gen/com/google/javascript/jscomp/FunctionInformationMap.java,FunctionInformationMap,com.google.javascript.jscomp,int,false,false,false,false,0,ob  cb,0,0,0,public,,,ob int size = memoizedSerializedSize  memoizedSerializedSize  size != -1  size  -1  1  size  size = 0  size  0   op  op bitField0_ & 0x00000001 cp  == 0x00000001 cp    op bitField0_ & 0x00000001 cp  == 0x00000001   op bitField0_ & 0x00000001 cp   bitField0_ & 0x00000001  bitField0_  0x00000001  0x00000001  size += com.google.protobuf.CodedOutputStream.computeInt32Size op 2  id_ cp   size  com.google.protobuf.CodedOutputStream.computeInt32Size op 2  id_ cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  2  id_   op  op bitField0_ & 0x00000002 cp  == 0x00000002 cp    op bitField0_ & 0x00000002 cp  == 0x00000002   op bitField0_ & 0x00000002 cp   bitField0_ & 0x00000002  bitField0_  0x00000002  0x00000002  size += com.google.protobuf.CodedOutputStream.computeBytesSize op 3  getSourceNameBytes op  cp  cp   size  com.google.protobuf.CodedOutputStream.computeBytesSize op 3  getSourceNameBytes op  cp  cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  3  getSourceNameBytes op  cp    op  op bitField0_ & 0x00000004 cp  == 0x00000004 cp    op bitField0_ & 0x00000004 cp  == 0x00000004   op bitField0_ & 0x00000004 cp   bitField0_ & 0x00000004  bitField0_  0x00000004  0x00000004  size += com.google.protobuf.CodedOutputStream.computeInt32Size op 4  lineNumber_ cp   size  com.google.protobuf.CodedOutputStream.computeInt32Size op 4  lineNumber_ cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  4  lineNumber_   op  op bitField0_ & 0x00000008 cp  == 0x00000008 cp    op bitField0_ & 0x00000008 cp  == 0x00000008   op bitField0_ & 0x00000008 cp   bitField0_ & 0x00000008  bitField0_  0x00000008  0x00000008  size += com.google.protobuf.CodedOutputStream.computeBytesSize op 5  getModuleNameBytes op  cp  cp   size  com.google.protobuf.CodedOutputStream.computeBytesSize op 5  getModuleNameBytes op  cp  cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  5  getModuleNameBytes op  cp    op  op bitField0_ & 0x00000010 cp  == 0x00000010 cp    op bitField0_ & 0x00000010 cp  == 0x00000010   op bitField0_ & 0x00000010 cp   bitField0_ & 0x00000010  bitField0_  0x00000010  0x00000010  size += com.google.protobuf.CodedOutputStream.computeInt32Size op 6  size_ cp   size  com.google.protobuf.CodedOutputStream.computeInt32Size op 6  size_ cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  6  size_   op  op bitField0_ & 0x00000020 cp  == 0x00000020 cp    op bitField0_ & 0x00000020 cp  == 0x00000020   op bitField0_ & 0x00000020 cp   bitField0_ & 0x00000020  bitField0_  0x00000020  0x00000020  size += com.google.protobuf.CodedOutputStream.computeBytesSize op 7  getNameBytes op  cp  cp   size  com.google.protobuf.CodedOutputStream.computeBytesSize op 7  getNameBytes op  cp  cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  7  getNameBytes op  cp    op  op bitField0_ & 0x00000040 cp  == 0x00000040 cp    op bitField0_ & 0x00000040 cp  == 0x00000040   op bitField0_ & 0x00000040 cp   bitField0_ & 0x00000040  bitField0_  0x00000040  0x00000040  size += com.google.protobuf.CodedOutputStream.computeBytesSize op 8  getCompiledSourceBytes op  cp  cp   size  com.google.protobuf.CodedOutputStream.computeBytesSize op 8  getCompiledSourceBytes op  cp  cp   com.google.protobuf.CodedOutputStream  com.google.protobuf  com.google  com  8  getCompiledSourceBytes op  cp   size += getUnknownFields op  cp .getSerializedSize op  cp   size  getUnknownFields op  cp .getSerializedSize op  cp   getUnknownFields op  cp   memoizedSerializedSize = size  memoizedSerializedSize  size  size cb,ob  cb,0,0,0,-1,-1,1,0
